"Season_End_Year","Squad","Comp","Player","Nation","Pos","Age","Born","Mins_Per_90","Att","Live_Pass","Dead_Pass","FK_Pass","TB_Pass","Sw_Pass","Crs_Pass","TI_Pass","CK_Pass","In_Corner","Out_Corner","Str_Corner","Cmp_Outcomes","Off_Outcomes","Blocks_Outcomes","Url"
2023,"Lille","Ligue 1","Simon Ramet","FRA","DF","19",2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/ed8cecc9/Simon-Ramet"
2023,"Lille","Ligue 1","Alexsandro Ribeiro","BRA","DF","22",1999,17.9,1271,1202,66,48,1,9,4,1,0,0,0,0,1148,3,7,"https://fbref.com/en/players/102c9665/Alexsandro-Ribeiro"
2023,"Lille","Ligue 1","Alan Virginius","FRA","FW","19",2003,2.9,75,69,6,0,0,0,2,1,0,0,0,0,58,0,6,"https://fbref.com/en/players/01becd60/Alan-Virginius"
2023,"Lille","Ligue 1","Timothy Weah","USA","DF,FW","22",2000,19.4,1003,902,98,12,0,5,51,85,1,0,0,0,824,3,29,"https://fbref.com/en/players/8eec784d/Timothy-Weah"
2023,"Lille","Ligue 1","Yusuf Yazıcı","TUR","MF","25",1997,2.2,96,88,8,3,0,1,9,0,4,2,2,0,73,0,2,"https://fbref.com/en/players/f5c8b425/Yusuf-Yazici"
2023,"Lille","Ligue 1","Leny Yoro","FRA","DF","16",2005,8.5,565,537,28,20,0,1,0,0,0,0,0,0,514,0,1,"https://fbref.com/en/players/6763f716/Leny-Yoro"
2023,"Lille","Ligue 1","Akim Zedadka","ALG","DF,MF","27",1995,3.9,222,194,28,4,0,2,7,24,0,0,0,0,185,0,4,"https://fbref.com/en/players/0ff630d0/Akim-Zedadka"
2023,"Lille","Ligue 1","Edon Zhegrova","KVX","FW,MF","23",1999,11.7,604,534,68,11,2,3,73,20,37,11,11,0,464,2,24,"https://fbref.com/en/players/34a88e3e/Edon-Zhegrova"
2023,"Liverpool","Premier League","Thiago Alcántara","ESP","MF","31",1991,13.9,1097,1063,31,23,8,15,3,6,0,0,0,0,946,3,22,"https://fbref.com/en/players/77e84962/Thiago-Alcantara"
2023,"Liverpool","Premier League","Trent Alexander-Arnold","ENG","DF","23",1998,32.5,2912,2393,509,70,26,59,252,341,98,16,74,1,2188,10,37,"https://fbref.com/en/players/cd1acf9d/Trent-Alexander-Arnold"
2023,"Liverpool","Premier League","Alisson","BRA","GK","29",1992,37,1453,1199,250,57,0,2,0,0,0,0,0,0,1241,4,1,"https://fbref.com/en/players/7a2e46a8/Alisson"
2023,"Liverpool","Premier League","Stefan Bajcetic","ESP","MF","17",2004,5.8,258,255,3,3,0,3,5,0,0,0,0,0,200,0,6,"https://fbref.com/en/players/32e8417f/Stefan-Bajcetic"
2023,"Liverpool","Premier League","Fabio Carvalho","POR","MF,FW","19",2002,3.9,143,140,2,0,0,0,2,1,0,0,0,0,117,1,3,"https://fbref.com/en/players/966e28d0/Fabio-Carvalho"
2023,"Liverpool","Premier League","Bobby Clark","ENG","MF","17",2005,0.1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,"https://fbref.com/en/players/73341ace/Bobby-Clark"
2023,"Liverpool","Premier League","Luis Díaz","COL","FW","25",1997,11.1,462,453,7,0,0,7,8,6,1,0,0,0,376,2,15,"https://fbref.com/en/players/4a1a9578/Luis-Diaz"
2023,"Liverpool","Premier League","Ben Doak","SCO","FW","16",2005,0.3,14,14,0,0,0,0,0,0,0,0,0,0,10,0,1,"https://fbref.com/en/players/733f1a7d/Ben-Doak"
2023,"Liverpool","Premier League","Harvey Elliott","ENG","MF,FW","19",2003,17.9,1009,962,39,0,8,4,34,10,2,1,0,0,809,8,24,"https://fbref.com/en/players/c8387671/Harvey-Elliott"
2023,"Liverpool","Premier League","Fabinho","BRA","MF","28",1993,29.7,1832,1789,38,31,5,6,5,7,0,0,0,0,1617,5,18,"https://fbref.com/en/players/7f3b388c/Fabinho"
2023,"Liverpool","Premier League","Roberto Firmino","BRA","FW,MF","30",1991,13.5,566,548,16,1,8,0,12,6,0,0,0,0,444,2,21,"https://fbref.com/en/players/4c370d81/Roberto-Firmino"
2023,"Liverpool","Premier League","Cody Gakpo","NED","FW,MF","23",1999,16.2,392,381,9,0,3,0,17,2,4,3,0,0,293,2,11,"https://fbref.com/en/players/1971591f/Cody-Gakpo"
2023,"Liverpool","Premier League","Joe Gomez","ENG","DF","25",1997,16.3,1361,1316,39,6,2,11,4,30,0,0,0,0,1166,6,5,"https://fbref.com/en/players/7a11550b/Joe-Gomez"
2023,"Liverpool","Premier League","Jordan Henderson","ENG","MF","32",1990,23,1615,1554,53,12,9,11,45,17,0,0,0,0,1341,8,32,"https://fbref.com/en/players/935e6b8f/Jordan-Henderson"
2023,"Liverpool","Premier League","Curtis Jones","ENG","MF","21",2001,11.5,677,664,12,2,5,3,9,9,0,0,0,0,611,1,7,"https://fbref.com/en/players/4fb9c88f/Curtis-Jones"
2023,"Liverpool","Premier League","Diogo Jota","POR","FW","25",1996,12.6,381,379,2,0,3,1,8,0,0,0,0,0,286,0,14,"https://fbref.com/en/players/178ae8f8/Diogo-Jota"
2023,"Liverpool","Premier League","Naby Keïta","GUI","MF","27",1995,3.3,168,161,6,1,0,0,2,1,0,0,0,0,129,1,7,"https://fbref.com/en/players/f25c8e3a/Naby-Keita"
2023,"Liverpool","Premier League","Caoimhín Kelleher","IRL","GK","23",1998,1,24,22,2,0,0,0,0,0,0,0,0,0,23,0,0,"https://fbref.com/en/players/62d7ef38/Caoimhin-Kelleher"
2023,"Liverpool","Premier League","Ibrahima Konaté","FRA","DF","23",1999,17.2,1135,1115,19,16,2,6,1,3,0,0,0,0,988,1,5,"https://fbref.com/en/players/5ed9b537/Ibrahima-Konate"
2023,"Liverpool","Premier League","Joël Matip","CMR","DF","30",1991,12.1,885,873,11,7,0,5,1,4,0,0,0,0,766,1,5,"https://fbref.com/en/players/b217ef29/Joel-Matip"
2023,"Liverpool","Premier League","James Milner","ENG","MF,DF","36",1986,10.1,727,625,99,20,2,4,52,65,12,2,9,0,563,3,24,"https://fbref.com/en/players/2f90f6b8/James-Milner"
2023,"Liverpool","Premier League","Darwin Núñez","URU","FW","23",1999,18.8,401,386,11,0,2,8,18,8,1,0,0,0,258,4,22,"https://fbref.com/en/players/4d77b365/Darwin-Nunez"
2023,"Liverpool","Premier League","Alex Oxlade-Chamberlain","ENG","FW,MF","28",1993,3.7,106,102,2,0,2,3,2,2,0,0,0,0,75,2,4,"https://fbref.com/en/players/38c7feef/Alex-Oxlade-Chamberlain"
2023,"Liverpool","Premier League","Nathaniel Phillips","ENG","DF","25",1997,0.7,82,80,2,2,0,2,0,0,0,0,0,0,71,0,0,"https://fbref.com/en/players/515ebe8d/Nathaniel-Phillips"
2023,"Liverpool","Premier League","Andrew Robertson","SCO","DF","28",1994,28.7,2265,1883,375,65,2,12,195,229,81,23,49,0,1803,7,41,"https://fbref.com/en/players/2e4f5f03/Andrew-Robertson"
2023,"Liverpool","Premier League","Mohamed Salah","EGY","FW","30",1992,36.6,1185,1146,29,4,14,3,38,17,0,0,0,0,902,10,40,"https://fbref.com/en/players/e342ad68/Mohamed-Salah"
2023,"Liverpool","Premier League","Kostas Tsimikas","GRE","DF","26",1996,8.6,618,470,146,23,1,2,85,87,36,11,23,0,474,2,9,"https://fbref.com/en/players/f315ca93/Kostas-Tsimikas"
2023,"Liverpool","Premier League","Virgil van Dijk","NED","DF","31",1991,31.5,2592,2492,99,73,1,31,1,9,0,0,0,0,2345,1,9,"https://fbref.com/en/players/e06683ca/Virgil-van-Dijk"
2023,"Lorient","Ligue 1","Laurent Abergel","FRA","MF","29",1993,26,1483,1431,49,47,10,8,6,1,1,0,0,0,1308,3,14,"https://fbref.com/en/players/31626657/Laurent-Abergel"
2023,"Lorient","Ligue 1","Adil Aouchiche","FRA","MF","20",2002,2.8,154,133,21,8,0,4,17,3,8,2,4,0,115,0,4,"https://fbref.com/en/players/b94b8be1/Adil-Aouchiche"
2023,"Lorient","Ligue 1","Quentin Boisgard","FRA","MF","25",1997,2,98,91,7,1,0,0,8,0,5,3,2,0,79,0,2,"https://fbref.com/en/players/f6496133/Quentin-Boisgard"
2023,"Lorient","Ligue 1","Igor Carioca","BRA","DF","25",1996,5.1,274,228,45,4,2,0,14,41,0,0,0,0,224,1,10,"https://fbref.com/en/players/e3e32fbb/Igor-Carioca"
2023,"Lorient","Ligue 1","Yoann Cathline","FRA","FW,MF","20",2002,12.1,361,327,33,6,1,0,48,20,7,2,4,0,241,1,21,"https://fbref.com/en/players/4db5915d/Yoann-Cathline"
2023,"Lorient","Ligue 1","Stéphane Diarra","FRA","FW,MF","23",1998,11.8,328,313,15,1,0,0,15,10,4,2,0,0,240,0,15,"https://fbref.com/en/players/29939a1d/Stephane-Diarra"
2023,"Lorient","Ligue 1","Bamba Dieng","SEN","FW","22",2000,8.3,141,135,6,0,1,0,5,2,0,0,0,0,106,0,9,"https://fbref.com/en/players/40774c6b/Bamba-Dieng"
2023,"Lorient","Ligue 1","Ckene Doucouré","COM","FW,MF","20",2002,1.5,46,44,1,0,1,0,0,0,1,0,0,0,29,1,3,"https://fbref.com/en/players/92d90c8f/Ckene-Doucoure"
2023,"Lorient","Ligue 1","Romain Faivre","FRA","MF,FW","24",1998,13.8,543,496,44,16,4,2,26,6,19,11,3,0,452,3,11,"https://fbref.com/en/players/745ca0a3/Romain-Faivre"
2023,"Lorient","Ligue 1","Adrian Grbić","AUT","MF,FW","25",1996,0.3,2,2,0,0,0,0,0,0,0,0,0,0,1,0,1,"https://fbref.com/en/players/4a987ffa/Adrian-Grbic"
2023,"Lorient","Ligue 1","Bonke Innocent","NGA","MF","26",1996,13.1,577,568,9,8,0,4,0,1,0,0,0,0,515,0,5,"https://fbref.com/en/players/546bb36e/Bonke-Innocent"
2023,"Lorient","Ligue 1","Eli Junior Kroupi","FRA","FW,MF","16",2006,0.1,4,4,0,0,0,0,0,0,0,0,0,0,4,0,0,"https://fbref.com/en/players/b2fe86e5/Eli-Junior-Kroupi"
2023,"Lorient","Ligue 1","Gedeon Kalulu","COD","DF","24",1997,27.1,1375,1151,219,44,0,4,29,175,0,0,0,0,1101,5,37,"https://fbref.com/en/players/dd211559/Gedeon-Kalulu"
2023,"Lorient","Ligue 1","Ayman Kari","FRA","MF,DF","17",2004,1.1,74,73,0,0,0,0,0,0,0,0,0,0,67,1,1,"https://fbref.com/en/players/0e8d7b6c/Ayman-Kari"
2023,"Lorient","Ligue 1","Ibrahima Koné","MLI","FW","23",1999,17.5,359,351,8,0,2,0,1,1,0,0,0,0,240,0,11,"https://fbref.com/en/players/04bb2b06/Ibrahima-Kone"
2023,"Lorient","Ligue 1","Julien Laporte","FRA","DF","28",1993,18.4,799,779,18,12,0,10,0,2,0,0,0,0,681,2,6,"https://fbref.com/en/players/f066022d/Julien-Laporte"
2023,"Lorient","Ligue 1","Armand Lauriente","FRA","FW","23",1998,3,95,92,3,1,2,0,6,0,2,1,1,0,73,0,1,"https://fbref.com/en/players/2d22cea7/Armand-Lauriente"
2023,"Lorient","Ligue 1","Théo Le Bris","FRA","MF,DF","19",2002,16.1,611,550,58,7,0,0,13,47,0,0,0,0,491,3,19,"https://fbref.com/en/players/afe39ca8/Theo-Le-Bris"
2023,"Lorient","Ligue 1","Enzo Le Fée","FRA","MF","22",2000,33.6,2118,1863,249,103,11,13,136,13,94,39,38,2,1708,6,48,"https://fbref.com/en/players/6f806d99/Enzo-Le-Fee"
2023,"Lorient","Ligue 1","Vincent Le Goff","FRA","DF","32",1989,37,2044,1716,322,63,2,2,39,259,0,0,0,0,1702,6,36,"https://fbref.com/en/players/2321ea6e/Vincent-Le-Goff"
2023,"Lorient","Ligue 1","Jean-Victor Makengo","FRA","MF","24",1998,11.8,540,525,12,9,2,1,1,2,0,0,0,0,475,3,5,"https://fbref.com/en/players/22bfb57e/Jean-Victor-Makengo"
2023,"Lorient","Ligue 1","Vito Mannone","ITA","GK","34",1988,17.9,583,417,166,54,0,0,0,0,0,0,0,0,444,0,0,"https://fbref.com/en/players/c4173f1a/Vito-Mannone"
2023,"Lorient","Ligue 1","Chrislain Matsima","FRA","DF,MF","20",2002,2.5,127,120,7,7,0,0,0,0,0,0,0,0,108,0,3,"https://fbref.com/en/players/cf1ef7ec/Chrislain-Matsima"
2023,"Lorient","Ligue 1","Bamo Meïté","CIV","DF","21",2001,16.7,936,912,24,22,0,1,0,2,0,0,0,0,838,0,7,"https://fbref.com/en/players/04ac78d2/Bamo-Meite"
2023,"Lorient","Ligue 1","Terem Moffi","NGA","FW","23",1999,15.4,208,204,2,0,2,1,3,0,0,0,0,0,154,2,6,"https://fbref.com/en/players/065dc209/Terem-Moffi"
2023,"Lorient","Ligue 1","Yvon Mvogo","SUI","GK","28",1994,20.1,622,417,201,56,0,2,0,0,0,0,0,0,466,4,1,"https://fbref.com/en/players/dc29b608/Yvon-Mvogo"
2023,"Lorient","Ligue 1","Dango Ouattara","BFA","FW,MF","20",2002,17.2,444,431,12,1,6,0,33,8,2,0,0,0,267,1,10,"https://fbref.com/en/players/2f9e4435/Dango-Ouattara"
2023,"Lorient","Ligue 1","Julien Ponceau","FRA","MF","21",2000,18.4,840,786,50,12,2,2,12,9,2,0,0,0,691,4,23,"https://fbref.com/en/players/e546b2e3/Julien-Ponceau"
2023,"Lorient","Ligue 1","Montassar Talbi","TUN","DF","24",1998,38,1970,1821,147,56,0,1,2,3,0,0,0,0,1753,2,10,"https://fbref.com/en/players/a4a44eb0/Montassar-Talbi"
2023,"Lorient","Ligue 1","Darlin Yongwa","CMR","DF","21",2000,8.7,331,275,55,2,0,0,20,53,0,0,0,0,264,1,15,"https://fbref.com/en/players/061266cd/Darlin-Yongwa"
2023,"Lyon","Ligue 1","Houssem Aouar","ALG","MF","24",1998,5.8,370,361,9,4,1,3,6,1,3,0,0,0,299,0,9,"https://fbref.com/en/players/a5db0bec/Houssem-Aouar"
2023,"Lyon","Ligue 1","Mohamed El Arouch","FRA","MF","18",2004,0,2,1,1,0,0,0,1,0,1,1,0,0,1,0,0,"https://fbref.com/en/players/508a9011/Mohamed-El-Arouch"
2023,"Lyon","Ligue 1","Bradley Barcola","FRA","FW,MF","19",2002,16,466,460,3,0,0,1,21,3,0,0,0,0,324,3,17,"https://fbref.com/en/players/a0d55a09/Bradley-Barcola"
2023,"Lyon","Ligue 1","Jérôme Boateng","GER","DF","33",1988,4.8,223,217,6,5,1,1,1,0,0,0,0,0,179,0,1,"https://fbref.com/en/players/2db2fd7b/Jerome-Boateng"
2023,"Lyon","Ligue 1","Maxence Caqueret","FRA","MF","22",2000,30.7,1785,1663,117,39,5,5,99,6,68,24,28,0,1480,5,43,"https://fbref.com/en/players/f81ef10d/Maxence-Caqueret"
2023,"Lyon","Ligue 1","Rayan Cherki","FRA","MF,FW","18",2003,20.8,1094,989,101,19,13,8,91,19,55,18,27,0,844,4,22,"https://fbref.com/en/players/b34c63a5/Rayan-Cherki"
2023,"Lyon","Ligue 1","Damien Da Silva","FRA","DF","34",1988,3.8,254,238,16,2,0,3,2,14,0,0,0,0,217,0,3,"https://fbref.com/en/players/1ec7e1c5/Damien-Da-Silva"
2023,"Lyon","Ligue 1","Moussa Dembélé","FRA","FW,MF","26",1996,9.7,191,176,15,0,0,0,2,1,0,0,0,0,138,0,10,"https://fbref.com/en/players/e7986081/Moussa-Dembele"
2023,"Lyon","Ligue 1","Sinaly Diomande","CIV","DF","21",2001,21.7,1468,1369,98,43,0,2,2,53,0,0,0,0,1257,1,18,"https://fbref.com/en/players/6de23ab0/Sinaly-Diomande"
2023,"Lyon","Ligue 1","Romain Faivre","FRA","MF","24",1998,3.3,170,149,19,8,0,1,17,0,10,8,2,0,145,2,1,"https://fbref.com/en/players/745ca0a3/Romain-Faivre"
2023,"Lyon","Ligue 1","Malo Gusto","FRA","DF","19",2003,17.7,1437,1229,205,21,1,0,116,183,1,0,0,0,1171,3,38,"https://fbref.com/en/players/d56b9520/Malo-Gusto"
2023,"Lyon","Ligue 1","Henrique","BRA","DF,FW","28",1994,4,223,181,42,6,0,1,4,36,0,0,0,0,192,0,3,"https://fbref.com/en/players/f28474a4/Henrique"
2023,"Lyon","Ligue 1","Jefferson","BRA","FW","22",1999,5,173,171,1,0,0,0,3,1,0,0,0,0,146,1,6,"https://fbref.com/en/players/45cce300/Jefferson"
2023,"Lyon","Ligue 1","Sael Kumbedi","FRA","DF","17",2005,14.7,794,641,151,8,1,0,32,143,0,0,0,0,653,2,19,"https://fbref.com/en/players/c385bf49/Sael-Kumbedi"
2023,"Lyon","Ligue 1","Alexandre Lacazette","FRA","FW","31",1991,32.5,917,845,61,8,8,4,35,1,6,1,4,0,661,11,30,"https://fbref.com/en/players/9dbb75ca/Alexandre-Lacazette"
2023,"Lyon","Ligue 1","Johann Lepenant","FRA","MF","19",2002,21.5,1301,1284,17,12,3,4,9,5,0,0,0,0,1163,0,24,"https://fbref.com/en/players/1e52971c/Johann-Lepenant"
2023,"Lyon","Ligue 1","Anthony Lopes","POR","GK","31",1990,31.3,1026,741,280,97,0,1,0,0,0,0,0,0,792,5,0,"https://fbref.com/en/players/f00de885/Anthony-Lopes"
2023,"Lyon","Ligue 1","Dejan Lovren","CRO","DF","33",1989,16.2,1096,1064,32,31,1,4,6,1,0,0,0,0,961,0,7,"https://fbref.com/en/players/1a2935f6/Dejan-Lovren"
2023,"Lyon","Ligue 1","Castello Lukeba","FRA","DF","19",2002,33.2,2257,2202,49,41,1,9,3,6,0,0,0,0,2034,6,17,"https://fbref.com/en/players/5b9512c5/Castello-Lukeba"
2023,"Lyon","Ligue 1","Thiago Mendes","BRA","MF,DF","30",1992,22.9,1672,1610,57,48,6,15,6,8,0,0,0,0,1445,5,16,"https://fbref.com/en/players/c6e5d20f/Thiago-Mendes"
2023,"Lyon","Ligue 1","Lucas Paquetá","BRA","MF","24",1997,1.8,126,121,5,1,5,2,1,1,1,0,0,0,110,0,3,"https://fbref.com/en/players/9b6f7fd5/Lucas-Paqueta"
2023,"Lyon","Ligue 1","Jeff Reine-Adélaïde","FRA","MF","24",1998,3.7,329,312,16,5,2,0,13,1,8,4,2,0,285,1,5,"https://fbref.com/en/players/d504b3e1/Jeff-Reine-Adelaide"
2023,"Lyon","Ligue 1","Rémy Riou","FRA","GK","34",1987,6.7,225,163,62,15,0,0,0,0,0,0,0,0,179,0,0,"https://fbref.com/en/players/7f41ee30/Remy-Riou"
2023,"Lyon","Ligue 1","Amin Sarr","SWE","FW","21",2001,6,142,136,6,0,0,0,4,1,0,0,0,0,104,0,3,"https://fbref.com/en/players/d5326924/Amin-Sarr"
2023,"Lyon","Ligue 1","Mamadou Sarr","FRA","MF","16",2005,0.1,8,8,0,0,0,0,0,0,0,0,0,0,8,0,0,"https://fbref.com/en/players/61f80c89/Mamadou-Sarr"
2023,"Lyon","Ligue 1","Nicolás Tagliafico","ARG","DF","29",1992,33.2,1883,1602,276,19,0,1,68,256,1,0,0,0,1587,5,41,"https://fbref.com/en/players/f0661424/Nicolas-Tagliafico"
2023,"Lyon","Ligue 1","Tetê","BRA","FW,MF","22",2000,12.3,499,466,33,5,1,1,45,1,27,15,3,0,378,0,14,"https://fbref.com/en/players/7120a04d/Tete"
2023,"Lyon","Ligue 1","Karl Toko Ekambi","CMR","FW,MF","29",1992,15,617,599,16,2,5,2,25,13,1,0,1,0,493,2,20,"https://fbref.com/en/players/5ceba7fc/Karl-Toko-Ekambi"
2023,"Lyon","Ligue 1","Corentin Tolisso","FRA","MF","27",1994,22.6,1950,1859,90,82,11,33,37,4,2,0,1,0,1710,1,25,"https://fbref.com/en/players/652d4c37/Corentin-Tolisso"
2023,"M'Gladbach","Bundesliga","Ramy Bensebaini","ALG","DF","27",1995,27.6,1525,1223,293,48,10,4,31,244,0,0,0,0,1192,9,37,"https://fbref.com/en/players/378825c7/Ramy-Bensebaini"
2023,"M'Gladbach","Bundesliga","Yvandro Borges Sanches","LUX","FW,MF","18",2004,0.3,9,8,1,0,0,0,2,0,0,0,0,0,8,0,0,"https://fbref.com/en/players/36578017/Yvandro-Borges-Sanches"
2023,"M'Gladbach","Bundesliga","Nico Elvedi","SUI","DF","25",1996,31.4,2149,2072,74,55,2,3,0,1,0,0,0,0,1967,3,13,"https://fbref.com/en/players/48035304/Nico-Elvedi"
2023,"M'Gladbach","Bundesliga","Oscar Fraulo","DEN","FW,MF","18",2003,0.1,16,16,0,0,0,0,0,0,0,0,0,0,10,0,0,"https://fbref.com/en/players/458e3479/Oscar-Fraulo"
2023,"M'Gladbach","Bundesliga","Marvin Friedrich","GER","DF","26",1995,13.9,965,928,33,30,1,7,1,3,0,0,0,0,830,4,8,"https://fbref.com/en/players/b77f44a4/Marvin-Friedrich"
2023,"M'Gladbach","Bundesliga","Patrick Herrmann","GER","FW,MF","31",1991,1.8,122,96,25,6,1,1,12,17,2,0,0,0,85,1,6,"https://fbref.com/en/players/dfb6490a/Patrick-Herrmann"
2023,"M'Gladbach","Bundesliga","Jonas Hofmann","GER","FW,MF","30",1992,29.8,1543,1272,259,79,12,8,203,31,132,53,64,1,1149,12,46,"https://fbref.com/en/players/2903a856/Jonas-Hofmann"
2023,"M'Gladbach","Bundesliga","Ko Itakura","JPN","DF","25",1997,22,1568,1528,38,33,1,2,2,5,0,0,0,0,1424,2,7,"https://fbref.com/en/players/97d545ae/Ko-Itakura"
2023,"M'Gladbach","Bundesliga","Jan Jakob Olschowsky","GER","GK","20",2001,4,159,115,44,8,0,0,0,0,0,0,0,0,131,0,0,"https://fbref.com/en/players/fa4cabd1/Jan-Jakob-Olschowsky"
2023,"M'Gladbach","Bundesliga","Tony Jantschke","GER","DF,MF","32",1990,1.1,86,86,0,0,0,0,1,0,0,0,0,0,79,0,0,"https://fbref.com/en/players/34b54da7/Tony-Jantschke"
2023,"M'Gladbach","Bundesliga","Kouadio Koné","FRA","MF","21",2001,29,1377,1345,21,19,2,5,6,2,0,0,0,0,1187,11,26,"https://fbref.com/en/players/86574238/Kouadio-Kone"
2023,"M'Gladbach","Bundesliga","Christoph Kramer","GER","MF","31",1991,24.7,1233,1170,58,37,2,4,11,11,0,0,0,0,1020,5,36,"https://fbref.com/en/players/496aeede/Christoph-Kramer"
2023,"M'Gladbach","Bundesliga","Stefan Lainer","AUT","DF","29",1992,9.1,618,536,80,6,2,1,18,73,0,0,0,0,501,2,13,"https://fbref.com/en/players/4aea5077/Stefan-Lainer"
2023,"M'Gladbach","Bundesliga","Nathan N'Goumou","FRA","FW","22",2000,7.7,226,206,19,3,0,0,20,15,0,0,0,0,166,1,14,"https://fbref.com/en/players/e110ea4b/Nathan-NGoumou"
2023,"M'Gladbach","Bundesliga","Luca Netz","GER","DF","19",2003,7.8,348,286,61,9,1,0,6,48,4,3,0,0,279,1,9,"https://fbref.com/en/players/e79269bd/Luca-Netz"
2023,"M'Gladbach","Bundesliga","Florian Neuhaus","GER","MF","25",1997,15.6,644,625,14,8,5,4,7,2,0,0,0,0,510,5,21,"https://fbref.com/en/players/36a59ba4/Florian-Neuhaus"
2023,"M'Gladbach","Bundesliga","Jonas Omlin","SUI","GK","28",1994,14.3,738,604,134,34,0,3,0,0,0,0,0,0,595,0,0,"https://fbref.com/en/players/c631f952/Jonas-Omlin"
2023,"M'Gladbach","Bundesliga","Alassane Pléa","FRA","FW","29",1993,19.7,763,730,30,9,14,4,48,11,2,2,0,0,529,3,41,"https://fbref.com/en/players/bc6bd723/Alassane-Plea"
2023,"M'Gladbach","Bundesliga","Rocco Reitz","GER","MF","20",2002,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,"https://fbref.com/en/players/cc971106/Rocco-Reitz"
2023,"M'Gladbach","Bundesliga","Joe Scally","USA","DF","19",2002,24.5,1173,940,231,25,0,1,41,206,0,0,0,0,921,2,39,"https://fbref.com/en/players/236f02cd/Joe-Scally"
2023,"M'Gladbach","Bundesliga","Tobias Sippel","GER","GK","34",1988,5.7,260,193,67,19,0,0,0,0,0,0,0,0,174,0,0,"https://fbref.com/en/players/0d8a37c2/Tobias-Sippel"
2023,"M'Gladbach","Bundesliga","Yann Sommer","SUI","GK","33",1988,10,609,483,124,34,0,2,0,0,0,0,0,0,499,2,0,"https://fbref.com/en/players/420c18a1/Yann-Sommer"
2023,"M'Gladbach","Bundesliga","Lars Stindl","GER","FW,MF","33",1988,19.3,776,742,31,15,6,4,19,3,11,2,9,0,624,3,28,"https://fbref.com/en/players/7cd6badb/Lars-Stindl"
2023,"M'Gladbach","Bundesliga","Semir Telalovic","GER","MF,FW","22",1999,0.1,2,2,0,0,0,0,0,0,0,0,0,0,1,0,1,"https://fbref.com/en/players/0b45a8d7/Semir-Telalovic"
2023,"M'Gladbach","Bundesliga","Marcus Thuram","FRA","FW","24",1997,27.9,561,516,43,0,1,0,11,0,0,0,0,0,415,2,21,"https://fbref.com/en/players/6f8cd6d0/Marcus-Thuram"
2023,"M'Gladbach","Bundesliga","Julian Weigl","GER","MF","26",1995,21,1203,1140,60,55,3,6,0,5,0,0,0,0,1072,3,12,"https://fbref.com/en/players/346d51d9/Julian-Weigl"
2023,"M'Gladbach","Bundesliga","Hannes Wolf","AUT","FW","23",1999,5,179,171,7,0,1,1,2,7,0,0,0,0,146,1,6,"https://fbref.com/en/players/be42a291/Hannes-Wolf"
2023,"Mainz 05","Bundesliga","Ludovic Ajorque","FRA","FW,MF","28",1994,13.5,415,398,14,1,1,5,4,2,0,0,0,0,243,3,11,"https://fbref.com/en/players/462475ed/Ludovic-Ajorque"
2023,"Mainz 05","Bundesliga","Aymen Barkok","MAR","MF","24",1998,6.5,264,249,12,2,2,1,12,7,3,1,1,0,181,3,10,"https://fbref.com/en/players/a2a85828/Aymen-Barkok"
2023,"Mainz 05","Bundesliga","Leandro Barreiro Martins","LUX","MF","22",2000,23.8,557,547,7,7,2,0,6,0,0,0,0,0,379,3,21,"https://fbref.com/en/players/00242b75/Leandro-Barreiro-Martins"
2023,"Mainz 05","Bundesliga","Stefan Bell","GER","DF","30",1991,26.6,1248,1207,34,32,1,5,15,2,0,0,0,0,945,7,13,"https://fbref.com/en/players/857a5abe/Stefan-Bell"
2023,"Mainz 05","Bundesliga","Delano Burgzorg","NED","FW,MF","23",1998,2.7,55,50,3,1,0,0,1,1,1,0,0,0,40,2,4,"https://fbref.com/en/players/05e2d5ea/Delano-Burgzorg"
2023,"Mainz 05","Bundesliga","Jonathan Burkardt","GER","MF,FW","22",2000,5.9,109,106,1,0,2,2,11,0,0,0,0,0,71,2,5,"https://fbref.com/en/players/05f99a4a/Jonathan-Burkardt"
2023,"Mainz 05","Bundesliga","Anthony Caci","FRA","DF","25",1997,22.6,1140,939,197,27,0,24,71,153,17,9,6,0,815,4,24,"https://fbref.com/en/players/0118c54c/Anthony-Caci"
2023,"Mainz 05","Bundesliga","Danny da Costa","GER","DF","29",1993,13.7,607,460,144,0,0,3,52,143,1,0,1,0,372,3,20,"https://fbref.com/en/players/5ddb8f9f/Danny-da-Costa"
2023,"Mainz 05","Bundesliga","Finn Dahmen","GER","GK","24",1998,8,280,203,77,23,0,0,0,0,0,0,0,0,185,0,0,"https://fbref.com/en/players/dee3013b/Finn-Dahmen"
2023,"Mainz 05","Bundesliga","Edimilson Fernandes","SUI","DF","26",1996,27.1,1190,1051,133,44,0,16,80,42,47,24,22,0,832,6,26,"https://fbref.com/en/players/3bb625ac/Edimilson-Fernandes"
2023,"Mainz 05","Bundesliga","Angelo Fulgini","FRA","MF","25",1996,5.8,238,230,7,0,1,1,7,5,1,0,0,0,188,1,3,"https://fbref.com/en/players/4b96c347/Angelo-Fulgini"
